centro_titular|municipio_codigo|distrito_nombre|direccion_via_nombre|centro_tipo_descripcion|dat_codigo|direccion_codigo_postal|centro_titularidad|contacto_telefono2|contacto_telefono3|centro_tipo_desc_abreviada|direccion_numero|contacto_telefono1|centro_codigo|contacto_web|dat_nombre|centro_tipo_codigo|municipio_nombre|distrito_codigo|contacto_fax|direccion_coor_y|direccion_coor_x|direccion_via_tipo|centro_nombre|contacto_telefono4|contacto_email1|promedio_x|promedio_y|distancia|row_num
MICOS, MI PRIMER COLE, S.L.|079|Chamartín|del Guadalquivir|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28002|PRIVADO|607620211||CPR INF|16|917451791|28061882||Madrid-Capital|004|Madrid|05|917451792|4477597.0|441757.0|CALLE|MICOS, MI PRIMER COLE||luisa@micosmiprimercole.com|441757.0|4477597.0|0.0|1
MINIMOS Y DIMINUTOS ESCUELA INFANTIL, S.L.L.|079|Latina|de Seseña|ESCUELA INFANTIL PRIVADA|5|28024|PRIVADO|693 29 64||EIPR|28|915185289|28060063||Madrid-Capital|008|Madrid|10||4472302.0|435447.0|CALLE|MINIMOS Y DIMINUTOS||minimosydiminutos@gmail.com|435447.0|4472302.0|0.0|1
MINISTERIO DE DEFENSA|079|Arganzuela|de los Melancólicos|INSTITUTO DE EDUCACIÓN SECUNDARIA|5|28005|PÚBLICO|913655012||IES|51|913659190|28021562|http://www.educa.madrid.org/ies.grancapitan.madrid|Madrid-Capital|042|Madrid|02|913661507|4472822.0|438900.0|PASEO|GRAN CAPITÁN||ies.grancapitan.madrid@educa.madrid.org|441249.6666666667|4472521.222222222|2368.8395294003344|1
MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES|079|Chamberí|de José Abascal|ESCUELA INFANTIL|5|28003|PÚBLICO-TITULARIDAD PRIVADA|629351330||EEI|39|629351330|28061262||Madrid-Capital|003|Madrid|07||4476680.0|440885.0|CALLE|MIS-MIS||tastas@workandlife.com|440885.0|4476680.0|0.0|1
MIRABAL SCHOOL, S. L.|022||del Monte Almenara|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|4|28660|PRIVADO|916326082||CPR PRI-SEC|s/n|916331711|28034635|http://www.colegiomirabal.com|Madrid-Oeste|073|Boadilla del Monte|||4474665.0|423203.0|CALLE|MIRABAL INTERNATIONAL SCHOOL||secretaria@colegiomirabal.com|423203.0|4474665.0|0.0|1
MIRABAL SCHOOL, S.L.|022||del Monte Almenara|CENTRO AUTORIZADO ELEMENTAL DE MÚSICA|4|28660|PRIVADO|||CAU EL MUS|s/n|916331711|28038963|http://www.colegiomirabal.com|Madrid-Oeste|137|Boadilla del Monte|||4474654.0|423200.0|CALLE|MIRABAL||musica@colegiomirabal.com|423200.0|4474654.0|0.0|1
MISIONERAS CLARISAS DEL SANTISIMO SACRAMENTO|079|Moratalaz|del Corregidor Juan Francisco de Luján|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28030|PRIVADO CONCERTADO|618156491||CPR INF|21|914394005|28048956|ceicricri.com|Madrid-Capital|004|Madrid|14||4472680.0|444996.0|CALLE|CRI-CRI||centrocricri@eresmas.com|444996.0|4472680.0|0.0|1
MISIONERAS CRUZADAS DE LA IGLESIA|079|Carabanchel|de la Grosella|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|5|28044|PRIVADO CONCERTADO|||CPR PRI-SEC|4|914627411|28009604|http://www.educa.madrid.org/cc.apostoles.madrid|Madrid-Capital|073|Madrid|11|915251551|4469614.0|436349.0|PLAZA|SANTA MARIA DE LOS APOSTOLES||cc.apostoles.madrid@educa.madrid.org|436349.0|4469614.0|0.0|1
MISIONERAS DE CRISTO SACERDOTE|127||de la Madre María Dolores Segarra|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28231|PRIVADO CONCERTADO|916407153||CPR INF-PRI-SEC|1|916376661|28024228|http://www.educa.madrid.org/cc.santamaria.lasrozas|Madrid-Oeste|072|Rozas de Madrid, Las||916361182|4482028.0|426954.0|CALLE|SANTA MARIA DE LAS ROZAS||cc.santamaria.lasrozas@educa.madrid.org|426954.0|4482028.0|0.0|1
MISIONERAS DE JESUS MARIA Y JOSE|079|Carabanchel|de la Inmaculada Concepción|ESCUELA INFANTIL PRIVADA|5|28019|PRIVADO CONCERTADO|619256350||EIPR|1|611482537|28057763|http://escuelainfantilencarnacion.blogspot.com.es/|Madrid-Capital|008|Madrid|11||4471605.0|439588.0|PLAZA|NUESTRA SEÑORA DE LA ENCARNACION||cc.ntrasradelaencarnacion.madrid@educa.madrid.org|424379.0|4489676.0|23619.371752864216|1
MISIONERAS DE JESUS,MARIA Y JOSE|079|Moncloa-Aravaca|de la Fuente del Rey|ESCUELA INFANTIL PRIVADA|5|28023|PRIVADO|692550599||EIPR|44|913070598|28048348|www.escuelainfantiasantacatalina.es|Madrid-Capital|008|Madrid|09||4478924.0|434179.0|CALLE|SANTA CATALINA||ei_santacatalina@hotmail.com|434179.0|4478924.0|0.0|1
MISIONERAS DE MARIA MEDIADORA UNIVERSAL|079|Villaverde|de Puebla de Sanabria|ESCUELA INFANTIL PRIVADA|5|28021|PRIVADO CONCERTADO|||EIPR|20|917962818|28050252||Madrid-Capital|008|Madrid|17|917962818|4466898.0|439819.0|CALLE|NUESTRA SEÑORA DEL ROSARIO||cc.nsdelrosario.madrid@educa.madrid.org|439819.0|4466898.0|0.0|1
MISIONERAS DEL DIVINO MAESTRO|079|Latina|de Extremadura|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28011|PRIVADO CONCERTADO|914632304|914796746|CPR INF-PRI-SEC|165|914649481|28010540|http://www.educa.madrid.org/cc.divinomaestro.madrid|Madrid-Capital|072|Madrid|10|914640918|4473300.0|436919.0|PASEO|DIVINO MAESTRO|914798254|cc.divinomaestro.madrid@educa.madrid.org|436919.0|4473300.0|0.0|1
MISIONERAS DEL INMACULADO CORAZON DE MARIA|079|Ciudad Lineal|de Zigia|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28027|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|1|913671269|28011647|http://www.colegiocorazondemaria.es|Madrid-Capital|072|Madrid|15||4476625.0|445230.0|CALLE|CORAZON DE MARIA||cc.corazondemaria.madrid@educa.madrid.org|445230.0|4476625.0|0.0|1
MISIONERAS DEL SAGRADO CORAZON DE JESUS|079|Hortaleza|de Santa Francisca Javier Cabrini|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28043|PRIVADO CONCERTADO|660399593||CPR INF-PRI-SEC|2|913002513|28014417|http://www.educa.madrid.org/cc.cabrini.madrid|Madrid-Capital|072|Madrid|16|913889463|4479484.0|445954.0|CALLE|SANTA FRANCISCA JAVIER CABRINI||cc.cabrini.madrid@educa.madrid.org|445954.0|4479484.0|0.0|1
MISIONERAS HIJAS SAGRADA FAMILIA DE NAZARET|079|San Blas-Canillejas|del Castillo de Uclés|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28037|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|24|913049368|28035044|http://www.nazaretsanblas.org|Madrid-Capital|072|Madrid|20|913272543|4475379.0|446873.0|CALLE|NAZARET||cc.nazaret-sanblas.madrid@educa.madrid.org|446873.0|4475379.0|0.0|1
MISIONERAS SECULARES DE JESUS OBRERO|007||Señorita Elena|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28924|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|s/n|916192515|28001022|http://www.lainmaculada.net|Madrid-Sur|072|Alcorcón||916113356|4466962.0|431067.0|CALLE|LA INMACULADA||cc.lainmaculada.alcorcon@educa.madrid.org|431067.0|4466962.0|0.0|1
MISIONERAS STMO.SACRAMENTO Y MARIA INMACULADA|079|Ciudad Lineal|de Arturo Soria|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28043|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|208|914135938|28009793|http://www.educa.madrid.org/cc.ssacramento.madrid|Madrid-Capital|072|Madrid|15|915100216|4479111.0|443922.0|CALLE|SANTISIMO SACRAMENTO||cc.ssacramento.madrid@educa.madrid.org|443922.0|4479111.0|0.0|1
MISIONEROS CLARETIANOS|079|Chamartín|de Corazón de María|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28002|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|1|914152154|28015148|http://www.claretmadrid.es|Madrid-Capital|072|Madrid|05|914167092|4476861.0|442995.0|CALLE|CLARET||cc.claret.madrid@educa.madrid.org|442995.0|4476861.0|0.0|1
MISIONEROS SAGRADOS CORAZONES|079|Ciudad Lineal|de la Virgen del Sagrario|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28027|PRIVADO CONCERTADO|914073600||CPR INF-PRI-SEC|22|914060000|28015653|http://www.obispoperello.es|Madrid-Capital|072|Madrid|15|914073547|4476355.0|444963.0|CALLE|OBISPO PERELLO||cc.obispoperello.madrid@educa.madrid.org|444963.0|4476355.0|0.0|1
MISSION LAIQUE FRANCAISE|176||Cristo|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|4|28691|PRIVADO|||CEXTRAN ESP|27|918155000|28029895|http://www.lycee-moliere-madrid.org|Madrid-Oeste|094|Villanueva de la Cañada||918157040|4478025.0|415151.0|CALLE|LYCEE MOLIERE (FRANCES)||contact@lycee-moliere-madrid.org|415151.0|4478025.0|0.0|1
MM. AGUSTINAS DEL BEATO OROZCO|079|Chamberí|de Vicente Aleixandre|ESCUELA INFANTIL PRIVADA|5|28003|PRIVADO|650831333||EIPR|6|915531097|28028283|madrid.agustinas.es|Madrid-Capital|008|Madrid|07||4477500.0|439120.0|CALLE|SAN ALONSO DE OROZCO||eisanalonso.madrid@agustinas.es|439120.0|4477500.0|0.0|1
MM. DOMINICAS DE NTRA. SRA. DE LAS VICTORIAS|079|Hortaleza|de Gregorio Benítez|ESCUELA INFANTIL PRIVADA|5|28043|PRIVADO|||EIPR|8|913003185|28061420||Madrid-Capital|008|Madrid|16||4477886.0|444935.0|CALLE|LA VIRGEN NIÑA||gelipri@yahoo.es|444935.0|4477886.0|0.0|1
MM.CONCEPCIONISTAS MISIONERAS DE LA ENSEÑANZA|131||Madre Carmen Salles|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28200|PRIVADO CONCERTADO|918901833||CPR INF-PRI-SEC|8|918901855|28024381|http://www.educa.madrid.org/cc.inmaculadaconcepcion.sanlorenzo|Madrid-Oeste|072|San Lorenzo de El Escorial||918903441|4494154.0|403316.0|CALLE|LA INMACULADA CONCEPCION||cc.inmaculadaconcepcion.sanlorenzo@educa.madrid.org|403316.0|4494154.0|0.0|1
MONTEBAL EDUCADORES S.L.|079|Vicálvaro|Viejo de Vicalvaro|ESCUELA INFANTIL PRIVADA|5|28032|PRIVADO|||EIPR|20|913719836|28046686||Madrid-Capital|008|Madrid|19||4472872.0|447777.0|CMNO|PEQUEÑO KOALA||escuelainfantil@pequekoala.es|447777.0|4472872.0|0.0|1
MONTESSORI SCHOOL EL ENEBRAL S.L.|047||Belmas|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|4|28400|PRIVADO|918579300||CEXTRAN ESP|2|918579303|28046066|www.britishmontessoris.es|Madrid-Oeste|094|Collado Villalba|||4499219.0|416000.0|PASEO|MONTESSORI SCHOOL EL ENEBRAL (BRITANICO)||enebral@monessorischool.es|414475.5|4500538.0|2015.9020933567185|1
MONTESSORI SCHOOL EL ENEBRAL, S.L.|010||de Mataespesa|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|4|28430|PRIVADO|||CEXTRAN ESP|45|918579300|28064378||Madrid-Oeste|094|Alpedrete|||4501597.0|412318.0|AVDA|MONTESSORI SCHOOL LOS FRESNOS-MATAESPESA (BRITANICO)||mataespesa@montessorischool.es|412318.0|4501597.0|0.0|1
MONTFORT INTERNATIONAL SCHOOL, S.L.|075||de la Constitución|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|3|28890|PRIVADO|918867009|918867251|CPR PRI-SEC|s/n|918867065|28003973|http://www.colegiomontfort.es|Madrid-Este|073|Loeches||918867225|4471265.0|464331.0|AVDA|MONTFORT INTERNATIONAL SCHOOL|918867315|secretaria@montfort.uax.es|464331.0|4471265.0|0.0|1
MONTSERRAT LAZARO CARO|134||Tarragona|ESCUELA INFANTIL PRIVADA|1|28701|PRIVADO|||EIPR|8|916519111|28060853|http://www.payasete.net|Madrid-Norte|008|San Sebastián de los Reyes||916519111|4489352.0|445914.0|CALLE|PAYASETE||info@payasete.net|445914.0|4489352.0|0.0|1
MUSIC BOX LEARNING, S.L.|079|Salamanca|de Ramón de Aguinaga|CENTRO AUTORIZADO PROFESIONAL DE MÚSICA|5|28028|PRIVADO|639246983|696726662|CAU PROF MUS|15|917240901|28049811|www.tempomusical.es|Madrid-Capital|138|Madrid|04||4475350.0|443818.0|CALLE|TEMPO MUSICAL|609622079|direccion@tempomusical.es|443818.0|4475350.0|0.0|1
Mª DEL CARMEN GARCÍA PÉREZ|096||de la Constitución|ESCUELA INFANTIL PRIVADA|2|28600|PRIVADO|918113545||EIPR|51|636693632|28056679||Madrid-Sur|008|Navalcarnero|||4460130.0|414006.0|CALLE|PITUFOS||m.carmengarcia@escuelainfantilpitufos.com|414006.0|4460130.0|0.0|1
Mª ELENA SANCHEZ SANCHEZ-MASCARAQUE|065||de las Carretas|ESCUELA INFANTIL PRIVADA|2|28901|PRIVADO|655242140|636221610|EIPR|5|916011682|28064263|http://WWW.CEIDENENES.COM|Madrid-Sur|008|Getafe||916011682|4461832.0|437857.0|PLAZA|DENENES||info@ceidenenes.com|437857.0|4461832.0|0.0|1
Mª JOSEFA MARTIN NOVOA|023||Egido|ESCUELA INFANTIL PRIVADA|4|28411|PRIVADO|615169474||EIPR|11|615169474|28058093||Madrid-Oeste|008|Boalo, El|||4509668.0|420043.0|CALLE|EL DUENDE|||420043.0|4509668.0|0.0|1
Mª. CONSUEL0 Y Mª. CRISTINA JIMENEZ HIDALGO|079|San Blas-Canillejas|de Toscana|ESCUELA INFANTIL PRIVADA|5|28032|PRIVADO|913134446||EIPR|114||28061274||Madrid-Capital|008|Madrid|20||4474366.0|447943.0|CALLE|TOSCANA GARDEN||toscana@escuelasinfantilesgarden.es|447943.0|4474366.0|0.0|1
N.I.L.E., SOCIEDAD COOPERATIVA MADRILEÑA|058||de Castilla la Vieja|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28941|PRIVADO CONCERTADO|691489008||CPR INF-PRI-SEC|18|916157608|28038586|http://www.colegionile.es|Madrid-Sur|072|Fuenlabrada|||4460756.0|431682.0|CALLE|N.I.L.E.||cc.nile.fuenlabrada@educa.madrid.org|431682.0|4460756.0|0.0|1
NATALIA DO CAMPO REDONDO|079|Usera|de González Arias|ESCUELA INFANTIL PRIVADA|5|28026|PRIVADO|640082678||EIPR|10|914769181|28036516|http://escuelainfantillacometa.es|Madrid-Capital|008|Madrid|12|914769181|4470270.0|439853.0|CALLE|LA COMETA||ei.lacometa@hotmail.com|439853.0|4470270.0|0.0|1
NEBRI, S.A.|079|Hortaleza|del Vizconde de Uzqueta|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28042|PRIVADO CONCERTADO|913203262||CPR INF-PRI-SEC|23|917412584|28011921|http://www.educa.madrid.org/cc.smdelahispanidad.madrid|Madrid-Capital|072|Madrid|16|917410115|4478164.0|448120.0|CALLE|SANTA MARIA DE LA HISPANIDAD||cc.smdelahispanidad.madrid@educa.madrid.org|448120.0|4478164.0|0.0|1
NEBRIJA-ROSALES, SDAD. COOP. MADRILEÑA|079|Latina|de Carlos Domingo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28047|PRIVADO CONCERTADO|||CPR INF-PRI|10-12|914650315|28017339|http://www.educa.madrid.org/cc.nebrijarosales.madrid|Madrid-Capital|015|Madrid|10|914657541|4471426.0|436820.0|CALLE|NEBRIJA-ROSALES||cc.nebrijarosales.madrid@educa.madrid.org|436820.0|4471426.0|0.0|1
NIEBEL, S.L.|079|Latina|de los Yébenes|ESCUELA INFANTIL PRIVADA|5|28047|PRIVADO|917180405||EIPR|92||28049572||Madrid-Capital|008|Madrid|10||4471596.0|436072.0|CALLE|A.E.I.O.U.||info@guarderia-aeiou.es|436072.0|4471596.0|0.0|1
NOEMI ADARBE MARCOS|079|Vicálvaro|de Ana Mariscal|ESCUELA INFANTIL PRIVADA|5|28032|PRIVADO|661031451||EIPR|1|917513963|28057593|http://www.escuelainfantilgeppetto.es|Madrid-Capital|008|Madrid|19||4471784.0|447142.0|CALLE|GEPPETTO||info@escuelainfantilgeppetto.es|447142.0|4471784.0|0.0|1
NUESTRA SEÑORA DE LA MERCED, S.L.|079|Carabanchel|de Zaida|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28019|PRIVADO CONCERTADO|||CPR INF-PRI|87|914727650|28013279|http://www.educa.madrid.org/cc.nsdelamerced-carabanchel.madrid|Madrid-Capital|015|Madrid|11|914722261|4471583.0|437569.0|CALLE|NUESTRA SEÑORA DE LA MERCED||cc.nsdelamerced-carabanchel.madrid@educa.madrid.org|437569.0|4471583.0|0.0|1
NUEVO SANTA ROSA DE LIMA, S.L.|079|Hortaleza|de Canillas|CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA|5|28043|PRIVADO CONCERTADO|913889125||CPR ES|43|913002420|28039657|https://santarosadelimamadrid.es|Madrid-Capital|045|Madrid|16|913002420|4479396.0|445153.0|CTRA|SANTA ROSA DE LIMA||cc.santarosadelima.madrid@educa.madrid.org|445153.0|4479396.0|0.0|1
NUMONT SCHOOL, S.L.|079|Hortaleza|de Parma|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28043|PRIVADO|||CEXTRAN ESP|16|913002431|28029861||Madrid-Capital|094|Madrid|16||4478580.0|444948.0|CALLE|NUMONT SCHOOL (BRITANICO)||ns@numontschool.net|444948.0|4478580.0|0.0|1
NURIA LOBETO GONZALEZ|065||Jiménez Díaz|ESCUELA INFANTIL PRIVADA|2|28903|PRIVADO|686737164||EIPR|7|916818580|28035081|www.escuelaelparque.com|Madrid-Sur|008|Getafe||0|4462990.0|438720.0|PLAZA|EL PARQUE||nlobeto@hotmail.es|438720.0|4462990.0|0.0|1
NUSNI, S.A.|079|San Blas-Canillejas|de Alcalá|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28022|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|589|917410009|28008405|https://colegionuestrasradelasnieves.es/|Madrid-Capital|072|Madrid|20|917410009|4477441.0|447938.0|CALLE|NUESTRA SEÑORA DE LAS NIEVES||cc.nsdelasnieves.madrid@educa.madrid.org|447938.0|4477441.0|0.0|1
O.N.C.E.|079|Moratalaz|del Doctor García Tapia c/v a C/ Oberón|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|5|28030|PRIVADO CONCERTADO|||CPR EE||913535600|28021070|http://www.educa.madrid.org/cc.vicentemosquete.madrid|Madrid-Capital|021|Madrid|14|913535640|4473226.0|446148.0|AVDA|C.R.E. ANTONIO VICENTE MOSQUETE||cc.vicentemosquete.madrid@educa.madrid.org|446148.0|4473226.0|0.0|1
OBRA BENEFICA SAN LUIS DE LOS FRANCESES|115||de Portugalete|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28223|PRIVADO|||CPR INF-PRI-SEC|1|913520517|28023868||Madrid-Oeste|072|Pozuelo de Alarcón||913510843|4476511.0|431187.0|CALLE|SAN LUIS DE LOS FRANCESES||info@stlouisfrancais.com|431187.0|4476511.0|0.0|1
OBRA SAINT LOUIS DES FRANÇAIS|115||de Portugalete|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|4|28223|PRIVADO|913520517||CEXTRAN ESP|1||28045724||Madrid-Oeste|094|Pozuelo de Alarcón|||4476511.0|431187.0|CALLE|SAINT LOUIS DES FRANÇAIS (FRANCES)||info@stlouisfrancais.com|431187.0|4476511.0|0.0|1
OBRAS PARROQUIALES NUESTRA SEÑORA DE LAS VICTORIAS|079|Tetuán|de Fray Junipero Serra|ESCUELA INFANTIL PRIVADA|5|28039|PRIVADO CONCERTADO|618077047||EIPR|26|915703462|28057155|http://www.escuelansvictorias.es|Madrid-Capital|008|Madrid|06|915703462|4479568.0|440672.0|CALLE|NUESTRA SEÑORA DE LAS VICTORIAS||cc.nsvictoriastetuan.madrid@educa.madrid.org|440672.0|4479568.0|0.0|1
OLAYA MATEOS JAVALOYES|104||Real|ESCUELA INFANTIL PRIVADA|3|28860|PRIVADO|||EIPR|48|654666749|28060981|http://www.tictac.com|Madrid-Este|008|Paracuellos de Jarama|||4483925.0|455125.0|CALLE|TIC-TAC||centroinfantiltictac@gmail.com|455125.0|4483925.0|0.0|1
OLGA MARGARITA ROMERO GUTIERREZ|079|Latina|de Mingorria|ESCUELA INFANTIL PRIVADA|5|28024|PRIVADO|||EIPR|16|917118918|28061511|http://www.escuela-infantil-bambi.es|Madrid-Capital|008|Madrid|10|917118918|4471685.0|433763.0|CALLE|BAMBY|||433763.0|4471685.0|0.0|1
OPUS CHRISTI, ASOCIACION CULTURAL|006||del Fuego|ESCUELA INFANTIL PRIVADA|1|28100|PRIVADO|||EIPR|31|916637020|28050321||Madrid-Norte|008|Alcobendas|||4488255.0|446193.0|CALLE|SANTA ISABEL||ceisantaisabel@gmail.com|446193.0|4488255.0|0.0|1
ORBILUX, S.L.|079|Villaverde|de Pan y Toros|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28041|PRIVADO CONCERTADO|||CPR INF-PRI|45|913172526|28013826|http://www.sagrados-corazones.es|Madrid-Capital|015|Madrid|17|913172526|4467616.0|441070.0|CALLE|SAGRADOS CORAZONES||cc.sgdoscorazones.madrid@educa.madrid.org|441070.0|4467616.0|0.0|1
ORDEN COMPAÑÍA DE JESÚS (JESUITAS). PROVINCIA DE ESPAÑA|079|Chamartín|del Duque de Pastrana|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28036|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|5|913022640|28013371|http://www.educa.madrid.org/cc.nsdelrecuerdo.madrid|Madrid-Capital|072|Madrid|05|913839668|4479958.0|442482.0|PLAZA|NUESTRA SEÑORA DEL RECUERDO||cc.nsdelrecuerdo.madrid@educa.madrid.org|442482.0|4479958.0|0.0|1
ORDEN DE HIJAS DE MARIA NUESTRA SEÑORA|161||Europa|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28341|PRIVADO|||CPR INF-PRI-SEC|100|918080375|28061389|http://www.colegiosons.es|Madrid-Sur|072|Valdemoro|||4448342.0|442555.0|AVDA|COLEGIO DE NUESTRA SEÑORA||nsvaldemoro@planalfa.es|442555.0|4448342.0|0.0|1
ORDEN DE SAN AGUSTIN (AGUSTINOS)|079|Moncloa-Aravaca|de Juan Montalvo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28040|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|30|914561870|28008211|http://www.buenconsejo-madrid.com|Madrid-Capital|072|Madrid|09|915358498|4477629.0|439540.0|CALLE|NUESTRA SEÑORA DEL BUEN CONSEJO||cc.nsdelbuenconsejo.madrid@educa.madrid.org|439540.0|4477629.0|0.0|1
ORDEN HOSPITALARIA DE SAN JUAN DE DIOS|079|Chamartín|de Concha Espina|CENTRO PRIVADO DE EDUCACIÓN ESPECIAL|5|28036|PRIVADO CONCERTADO|||CPR EE|32|915641656|28057349|http://www.sanrafaelcolegio.com|Madrid-Capital|021|Madrid|05|915635005|4478066.0|442368.0|AVDA|HOSPITAL INFANTIL SAN RAFAEL||sanrafael.colegio@hsjd.es|442368.0|4478066.0|0.0|1
ORDEN MINISTROS DE LOS ENFERMOS (RELIGIOSOS CAMILOS)|903||sector escultores|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|1|28760|PRIVADO CONCERTADO|918060696||CPR FPE|39|912299939|28060506||Madrid-Norte|058|Tres Cantos||918040033|4496363.0|439563.0|CALLE|CENTRO DE HUMANIZACION DE LA SALUD||cc.centrohumanizacionsalud.trescantos@educa.madrid.org|439563.0|4496363.0|0.0|1
ORGANIZACION PROFESIONAL ESPAÑOLA, S.A.|079|Salamanca|de Ayala|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|5|28009|PRIVADO|914027262||CPR FPE|111|914027062|28032833|http://www.opesafp.com|Madrid-Capital|058|Madrid|04|913091342|4475382.0|443196.0|CALLE|ORGANIZACION PROFESIONAL ESPAÑOLA, OPESA||secretaria@opesafp.com|443196.0|4475382.0|0.0|1
OSCAR DIEZ RODRIGALVAREZ|005||Dámaso Alonso|ESCUELA INFANTIL PRIVADA|3|28806|PRIVADO|601282931||EIPR|7|918808872|28061195|http://www.lagranfamilia.es|Madrid-Este|008|Alcalá de Henares|||4482612.0|468282.0|CALLE|LA GRAN FAMILIA||escuelainfantil@lagranfamilia.es|468282.0|4482612.0|0.0|1
PADRES AGUSTINOS|079|Chamartín|del Padre Damián|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28036|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|18|914589620|28015471|http://www.colegiosanagustin-madrid.org/|Madrid-Capital|072|Madrid|05|913441271|4478430.0|441759.0|CALLE|SAN AGUSTIN||cc.sanagustin.madrid@educa.madrid.org|441759.0|4478430.0|0.0|1
PADRES AGUSTINOS RECOLETOS|079|Retiro|del Pez Austral|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28007|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|13|915740000|28019828|http://www.agustiniano.es|Madrid-Capital|072|Madrid|03|914096201|4473724.0|443527.0|CALLE|AGUSTINIANO||cc.agustiniano.madrid@educa.madrid.org|443527.0|4473724.0|0.0|1
PADRES BENEDICTINOS|131||Valle de los Caídos|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|4|28200|PRIVADO|682648129||CPR PRI-SEC|9|918905411|28024344|http://www.valledeloscaidos.es/escolania|Madrid-Oeste|073|San Lorenzo de El Escorial||918905594|4499659.0|402142.0|CTRA|COLEGIO-ESCOLANIA SANTO DOMINGO DE SILOS||administracion@escolaniasantacruz.es|402142.0|4499659.0|0.0|1
PADRES CAPUCHINOS|079|Tetuán|de Bravo Murillo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28020|PRIVADO CONCERTADO|||CPR INF-PRI|150|915339106|28008995|http://www.educa.madrid.org/cc.sanantonio.madrid|Madrid-Capital|015|Madrid|06|914560029|4478025.0|440373.0|CALLE|SAN ANTONIO||cc.sanantonio.madrid@educa.madrid.org|440373.0|4478025.0|0.0|1
